year,month,time,index,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1969,4,1969-04,0.77,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,5,1969-05,0.61,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,6,1969-06,0.43,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,7,1969-07,0.36,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,8,1969-08,0.51,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,9,1969-09,0.79,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,10,1969-10,0.86,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,11,1969-11,0.81,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1969,12,1969-12,0.63,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,1,1970-01,0.51,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,2,1970-02,0.34,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,3,1970-03,0.29,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,4,1970-04,0.19,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,5,1970-05,0.04,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,6,1970-06,-0.3,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,7,1970-07,-0.63,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
1970,8,1970-08,-0.76,nan,nan,nan,ONI,Monthly Oceanic Nino Index,nan,nan,nan,1.0
